ID;Name;Age;Gender;City;Country;CreditCard;FullAddress;UserSignUpDate;UserLastPurchaseDate;UserStatus;UserTotalPurchases;UserSegment;UserLocation;UserSourceType;UserLastLoginDate;UserPurchaseFrequency;ProductName;Category;Subcategory;Price;DatePurchase;Quantity;Rating;Comment
734;JOHN HAYDEN;0;F;ANGELAFORT;HUNGARY;5487141004975606;13948 Hayes Dam Suite 308, Davidmouth, DE 44075;2022-06-16;2022-09-07;Churned;4;occasional shopper;ANDREWSVILLE;REFERRAL;2023-04-16;YEARLY;PHONEMASTER;ELECTRONICS;PHONE;721;2020-09-20;2;4;Against leader blue.
735;JEFF JACOBS;0;F;EAST ANGELABURGH;CANADA;2252178842334463;57918 Scott Glen Suite 164, Millershire, FM 77277;2021-09-23;2022-09-24;Churned;1;occasional shopper;NEW KRISTINTOWN;PAID ADS;2022-12-07;YEARLY;ULTRALAPTOP;ELECTRONICS;LAPTOP;519;2023-06-26;8;0;Third time describe seven poor hold clearly.
736;RHONDA MARTIN;32;M;SOUTH DIANETOWN;CONGO;2294841280390533;74059 Hall Meadows Apt. 015, North Glenn, ME 12824;2022-07-08;2023-08-11;Active;13;high value;EAST ALICIA;REFERRAL;2023-08-21;MONTHLY;COMFORTCHAIR;FURNITURE;CHAIR;59;2023-07-13;2;4;Whose career bank world himself window.
737;JOHN WOODWARD;0;M;PORT DARIUSPORT;AUSTRIA;2707917471169596;144 Wise Stream Apt. 565, West Jacob, VT 93255;2022-02-17;2022-12-14;Churned;11;high value;ROGERTOWN;PAID ADS;2023-08-06;YEARLY;COMFORTTABLE;FURNITURE;TABLE;692;2021-09-12;6;0;Pull raise land our.
738;CYNTHIA MARTINEZ;0;M;EAST EUGENESTAD;FRENCH POLYNESIA;2244890701488377;USCGC Brennan, FPO AA 83470;2022-04-09;2023-01-18;Churned;6;frequent shopper;GORDONPORT;ORGANIC SEARCH;2023-05-23;YEARLY;SPEAKERPRO;ELECTRONICS;SPEAKER;292;2023-06-21;3;1;Ball become happy party describe provide.
739;CAITLIN LOPEZ;0;F;WEST HAROLD;GREENLAND;2298962026629699;1766 Durham Prairie Apt. 023, North Christina, ME 20524;2023-02-07;2023-07-21;Active;5;occasional shopper;NORTH DANIELSIDE;ORGANIC SEARCH;2023-08-14;YEARLY;FICTIONGUIDE;BOOKS;FICTION;52;2021-10-31;4;4;Develop technology measure Democrat beyond born.
740;ROBERT ROBERTSON;0;M;CHRISTOPHERSHIRE;HOLY SEE (VATICAN CITY STATE);5150494400612430;503 Atkins Centers Suite 262, North Arthurstad, AR 86079;2022-10-30;2023-01-14;Churned;6;frequent shopper;AMYMOUTH;ORGANIC SEARCH;2023-04-18;YEARLY;UNKNOWN;ELECTRONICS;SPEAKER;904;2021-03-12;1;1;Become consumer various condition.
741;SUZANNE MCPHERSON;35;F;WEST BRANDONTON;MEXICO;2295459106923897;55882 Mccoy Village, Middletonberg, HI 72561;2021-11-20;2022-04-11;Churned;3;occasional shopper;SOUTH MARKVILLE;PAID ADS;2023-03-26;RARELY;COMFORTCHAIR;FURNITURE;CHAIR;329;2022-09-17;2;0;Together outside song tend plan adult such.
742;SHEILA PRICE;0;M;AARONBOROUGH;NEW CALEDONIA;2271295577245784;80155 Ryan Crest, Thomasmouth, PR 58797;2022-02-26;2023-01-29;Churned;15;high value;CARROLLMOUTH;REFERRAL;2023-04-10;YEARLY;EDUCATIONALGUIDE;BOOKS;EDUCATIONAL;483;2023-05-03;3;1;Beat could cut create everyone meet article.
743;JEREMY WEBB;16;M;LINDABERG;MARTINIQUE;2410553979709381;7843 Sonia Haven, Port Jennifer, MI 43553;2022-04-16;2022-07-30;Churned;4;occasional shopper;TORRESVIEW;ORGANIC SEARCH;2022-11-17;RARELY;THE ART OF EDUCATIONAL;BOOKS;EDUCATIONAL;1;2022-06-20;5;6;Heavy matter on.
744;BARRY GARZA;13;F;GATESBERG;PORTUGAL;2720844976974747;894 Erin Lakes, Johnnystad, SC 37726;2022-02-28;2022-03-31;Churned;8;frequent shopper;WEST TERRY;PAID ADS;2023-07-26;RARELY;NON-FICTIONTALES;BOOKS;NON-FICTION;31;2021-09-02;2;0;Evening meet scene turn close deal part.
745;CURTIS WILSON;0;M;EAST EMILY;NORWAY;5420172562556280;28084 Barber Gardens, Sosaborough, NV 90197;2023-05-12;2023-06-29;Active;3;occasional shopper;TAMMYSHIRE;PAID ADS;2023-07-19;YEARLY;COMFORTSOFA;FURNITURE;SOFA;879;2021-04-29;3;6;Necessary send economy item individual.
746;JONATHAN VILLARREAL;46;M;JOHNFURT;TOKELAU;2295352056295046;00545 Harmon Curve Suite 398, Lake Diane, NY 34670;2023-07-31;2023-08-24;Active;9;frequent shopper;SOUTH ALLENVILLE;REFERRAL;2023-08-24;MONTHLY;SHIRTWEAR;CLOTHING;SHIRT;61;2021-04-03;5;1;Mission partner call everyone leg agree when.
747;RENEE HAYES;0;F;NORTH KARENBOROUGH;COCOS (KEELING) ISLANDS;5269689876498002;PSC 2192, Box 6171, APO AA 09110;2022-01-07;2023-08-10;Active;1;occasional shopper;NEW BRIDGETMOUTH;REFERRAL;2023-08-18;MONTHLY;JACKETWEAR;CLOTHING;JACKET;17;2021-02-08;9;6;Miss itself ago smile face similar.
748;ELIZABETH BUCKLEY;85;M;MITCHELLCHESTER;MONACO;2701917216074602;129 Susan Freeway Apt. 521, Cruzstad, SD 07203;2021-10-27;2023-05-14;Churned;11;high value;SOUTH EDDIEFORT;PAID ADS;2023-08-14;YEARLY;FRESHVEGETABLES;GROCERY;VEGETABLES;36;2021-03-19;3;2;Face treat represent issue whatever let.
749;MARY ESTES;52;F;DEREKLAND;LIECHTENSTEIN;2425083714617858;0643 Wood Drive, Hunterburgh, ID 78791;2022-11-01;2023-08-21;Active;11;high value;WEST CHRISTOPHER;PAID ADS;2023-08-25;MONTHLY;SHIRTFITS;CLOTHING;SHIRT;85;2021-11-29;3;1;Change finish specific color beat live.
0;ELIZABETH HARRIS;42;F;CHUNGBERG;MISMATCHED COUNTRY;2227218447017949;75874 Chad Mountain Suite 588, West Robertchester, VT 37485;2021-10-31;2022-09-10;Churned;6;frequent shopper;VANESSABURGH;PAID ADS;2022-10-23;YEARLY;UNKNOWN;FURNITURE;CHAIR;45;2022-11-16;1;5;Decade cold it town people.
1;MICHELE BEST;72;M;PORT SERGIO;EGYPT;2556439104848944;4039 David Fords Apt. 678, Lake Christopherberg, PA 42384;2023-03-25;2023-05-06;Churned;7;frequent shopper;TAYLORBURY;PAID ADS;2023-05-15;YEARLY;FRESHVEGETABLES;GROCERY;VEGETABLES;79;2023-03-26;1;1;Really development floor of.
2;JAKE TAYLOR;0;M;EVANSMOUTH;CZECH REPUBLIC;2273966520760545;748 Mendez Ridges Apt. 994, Lake Jonathanton, PW 67869;2021-09-14;2023-04-21;Churned;14;high value;SETHVILLE;ORGANIC SEARCH;2023-07-20;YEARLY;TASTYBEVERAGES;GROCERY;BEVERAGES;1;2023-07-12;10;4;Cut television step increase structure serve understand.
3;CHRISTIAN CURRY MD;64;M;JENSENFURT;BRUNEI DARUSSALAM;2238348117052863;735 Jones Mews, New Ginafurt, AR 99785;2022-03-10;2023-01-24;Churned;9;frequent shopper;SOUTH WILLIAM;REFERRAL;2023-04-25;YEARLY;COMFORTCHAIR;FURNITURE;CHAIR;770;2023-06-26;0;0;Popular outside industry listen.
4;CRAIG JONES;92;M;EAST JERRY;WALLIS AND FUTUNA;2225629684025639;95949 Jill Circle, Tuckerchester, VI 49522;2023-05-31;2023-06-26;Active;7;frequent shopper;CINDYBOROUGH;ORGANIC SEARCH;2023-06-30;YEARLY;FICTIONTALES;BOOKS;FICTION;994;2021-05-08;1;5;Almost account important charge oil style anyone.
5;ANDREA MCPHERSON;0;F;NEW DAVIDFURT;SWAZILAND;2492513008185491;92339 John Ridge Apt. 245, Bakerstad, UT 36573;2022-10-14;2023-06-09;Active;15;high value;NEW ISAIAHVIEW;PAID ADS;2023-07-22;YEARLY;TASTYBEVERAGES;GROCERY;BEVERAGES;896;2022-12-14;5;1;Line rock mother fight most technology notice.
6;LISA WATKINS;0;M;WEST RICKYSHIRE;UGANDA;5239766461502187;6030 Joseph Vista, South Stephen, NV 91994;2022-09-05;2023-04-29;Churned;12;high value;BLAKETOWN;ORGANIC SEARCH;2023-06-23;YEARLY;PANTSWEAR;CLOTHING;PANTS;86;2021-03-17;3;2;Table fund position ten bill.
7;MEGHAN MERRITT;61;F;NORTH CASSANDRA;GUERNSEY;2294125117218335;962 Stephanie Gateway, Rodriguezstad, KS 94703;2022-01-01;2022-05-08;Churned;11;high value;SOUTH SUSANBURY;PAID ADS;2022-10-29;RARELY;SHIRTWEAR;CLOTHING;SHIRT;495;2020-11-07;5;4;Marriage fall other grow see natural.
8;CARLA BENJAMIN;91;F;EAST DONNA;NETHERLANDS ANTILLES;2258601028634608;075 Harvey Loop, Taylorville, NC 44618;2021-10-16;2023-01-10;Churned;8;frequent shopper;KELLERHAVEN;PAID ADS;2023-08-07;YEARLY;TASTYSNACKS;GROCERY;SNACKS;5;2021-04-05;1;6;Anyone song indeed everyone.
9;ALICIA FRENCH;0;M;PORT DANIELLAND;COMOROS;2417156304472502;199 Steven Burg Suite 236, New Karenburgh, IA 85260;2022-01-10;2023-01-21;Churned;1;occasional shopper;PALMERFORT;PAID ADS;2023-07-17;YEARLY;VEGETABLESBURST;GROCERY;VEGETABLES;793;2023-01-22;5;1;Meet politics decision.
10;REBEKAH ANDERSON;0;F;NORTH KRISTENMOUTH;ARMENIA;5367060619379779;PSC 1260, Box 2652, APO AP 35423;2023-01-31;2023-07-07;Active;14;high value;PAMELAMOUTH;PAID ADS;2023-08-20;YEARLY;JACKETWEAR;CLOTHING;JACKET;482;2022-10-17;4;6;Democrat possible how.
11;RONALD JOHNSON;0;F;PORT ALEXANDRAFORT;BOSNIA AND HERZEGOVINA;2717583466899775;PSC 7513, Box 2130, APO AE 18125;2022-06-09;2023-03-22;Churned;11;high value;TAYLORSIDE;REFERRAL;2023-07-09;YEARLY;FICTIONGUIDE;BOOKS;FICTION;580;2022-12-29;2;1;Century at energy participant loss second allow.
12;LAURA WEBER;0;M;CHRISTOPHERTON;SWEDEN;2273002503218291;645 Kristina Forge, Jamesfurt, AL 41012;2023-01-26;2023-04-03;Churned;15;high value;CHRISTINASTAD;REFERRAL;2023-05-03;YEARLY;MEGASPEAKER;ELECTRONICS;SPEAKER;871;2023-04-07;2;1;Role return prepare exactly situation deep program use.
13;RYAN BURNETT;99;M;JOHNSCHESTER;ICELAND;2713184823223967;55219 Cynthia Parkways, Lake David, NE 71682;2022-12-09;2023-08-15;Active;3;occasional shopper;LAKE ERICHAVEN;REFERRAL;2023-08-17;MONTHLY;TASTYBEVERAGES;GROCERY;BEVERAGES;98;2022-10-28;2;4;Town tree black trip like another explain.
14;FRANK REYES;19;M;BAKERMOUTH;TAIWAN;2297357514861600;577 Randy Prairie Suite 749, Lake Alexandra, NE 80977;2022-12-22;2023-06-18;Active;7;frequent shopper;EAST STEPHENFURT;ORGANIC SEARCH;2023-06-22;YEARLY;CHAIRPLUS;FURNITURE;CHAIR;34;2023-01-12;2;4;Over offer remember.
15;THOMAS WANG;44;F;PORT NICOLE;PERU;2419812079340443;1804 Gabriel Cliff Suite 457, Jerryport, IA 06813;2022-12-30;2023-03-31;Churned;10;frequent shopper;MAYVILLE;REFERRAL;2023-06-08;YEARLY;ULTRALAPTOP;ELECTRONICS;LAPTOP;458;2021-01-11;0;0;Learn if side ground ten buy.
16;KEVIN OBRIEN;0;M;PENASIDE;BOSNIA AND HERZEGOVINA;2293893566103974;914 Tanya Courts, Davidton, ID 44312;2022-09-09;2023-01-15;Churned;9;frequent shopper;REYNOLDSHAVEN;REFERRAL;2023-04-14;YEARLY;PANTSWEAR;CLOTHING;PANTS;62;2022-11-12;0;6;Who probably myself enjoy require people scene specific.
17;RODNEY SWEENEY;34;F;PORT ALICIAVIEW;ARUBA;2262200324987655;9898 Velez Road Suite 454, East Marie, AL 00803;2023-06-22;2023-07-12;Active;5;occasional shopper;NEW RHONDAPORT;ORGANIC SEARCH;2023-07-21;YEARLY;FRESHVEGETABLES;GROCERY;VEGETABLES;55;2021-08-28;6;6;Edge record skin in require color.
18;ANDREA FREEMAN;17;F;ROWESHIRE;CYPRUS;5195243583158209;4789 Jensen Dale, East Hunter, UT 94647;2022-07-03;2022-09-22;Churned;5;occasional shopper;NEW MEGAN;REFERRAL;2022-10-31;YEARLY;THE ART OF NON-FICTION;BOOKS;NON-FICTION;966;2022-04-01;2;4;Bill technology sure president two set.
19;KIMBERLY TAYLOR;0;M;JOSESTAD;CHILE;2299284966267920;5664 Avila Fort Apt. 871, East Jeffreyburgh, AL 42854;2022-06-26;2023-01-26;Churned;4;occasional shopper;MALONEVILLE;ORGANIC SEARCH;2023-04-06;YEARLY;PROSHIRT;CLOTHING;SHIRT;17;2021-07-25;6;3;Early animal worker for probably discuss young.
20;KENDRA WALTON;69;M;HOLLYBURGH;FINLAND;2253575725031281;85598 Randall Harbors Apt. 620, Port Joelshire, ID 58174;2021-12-05;2022-02-18;Churned;15;high value;NEW JEFFREY;ORGANIC SEARCH;2023-05-24;RARELY;UNKNOWN;ELECTRONICS;SPEAKER;107;2021-11-13;10;1;Least teacher indicate assume case.
21;SUSAN MARTIN;0;F;SOUTH JOSEPH;ALGERIA;2702770504218160;73622 John Valley, Lake Julieport, AS 03714;2022-06-05;2023-05-27;Churned;12;high value;NORTH KATHERINEMOUTH;REFERRAL;2023-08-12;YEARLY;THE ART OF FICTION;BOOKS;FICTION;4;2021-07-16;3;5;Improve open example television significant.
22;EDWARD MUNOZ;0;F;EAST WESLEY;BANGLADESH;5421270250842290;4478 Allison Pine, Ellenstad, NV 35691;2023-03-27;2023-06-16;Active;8;frequent shopper;DONOVANPORT;REFERRAL;2023-06-25;YEARLY;VEGETABLESBURST;GROCERY;VEGETABLES;22;2023-01-01;3;4;Thing interview though begin call may.
23;KIMBERLY BALDWIN;0;M;COOKVILLE;SAUDI ARABIA;2294668428084243;61026 Chandler Islands Apt. 725, Williamsburgh, AR 77876;2023-01-26;2023-03-07;Churned;11;high value;NEW MOLLYPORT;PAID ADS;2023-03-27;YEARLY;TASTYBEVERAGES;GROCERY;BEVERAGES;166;2023-07-18;1;3;Along officer its success data or teach.
24;RICARDO JOHNSTON;0;M;LAKE KIMBERLY;SPAIN;2694395480935981;9576 Dana Burgs Suite 464, Port Vanessatown, MT 66440;2022-03-22;2023-01-20;Churned;6;frequent shopper;CHERYLFORT;ORGANIC SEARCH;2023-06-22;YEARLY;LAPTOPMASTER;ELECTRONICS;LAPTOP;466;2021-09-26;1;2;Series write movement real skin bar sport big.
25;KIMBERLY MAYNARD;0;F;WEST AMY;NORTH MACEDONIA;2291744570984895;74344 Ramsey Crest, East Michelle, ND 68512;2022-02-06;2022-04-10;Churned;3;occasional shopper;PORT DEANNA;PAID ADS;2022-06-20;RARELY;COMFORTSOFA;FURNITURE;SOFA;75;2022-05-08;4;2;Father answer society.
26;SEAN TUCKER;0;M;NORTH JESSE;NETHERLANDS ANTILLES;5310169921857907;3032 Dillon Prairie Suite 506, South Christopherside, VI 87253;2022-07-06;2022-07-22;Churned;1;occasional shopper;WILLIAMVILLE;PAID ADS;2023-04-10;RARELY;COMFORTCHAIR;FURNITURE;CHAIR;63;2022-06-20;3;5;Night sometimes behavior.
27;KIMBERLY CLARK;0;F;SOUTH JOSECHESTER;FINLAND;2326435332771501;52622 Clark Causeway Suite 029, Brentstad, OK 28683;2023-08-11;2023-08-18;Active;13;high value;NORTH DONALDTOWN;REFERRAL;2023-08-20;MONTHLY;SOFAPLUS;FURNITURE;SOFA;13;2022-02-04;9;0;Production compare agency.
28;SARA GONZALEZ;80;M;LAKE ROBERT;CANADA;2251936295374117;3725 Thomas Streets Suite 661, Michaelside, CT 12247;2022-05-11;2023-01-29;Churned;1;occasional shopper;DANAHAVEN;REFERRAL;2023-05-28;YEARLY;BEVERAGESBURST;GROCERY;BEVERAGES;85;2023-08-12;10;1;Crime cold blood each and.
29;WILLIAM CHAMBERS;19;F;EAST JANETBURGH;BAHRAIN;5552193388747754;50081 James Junction Suite 879, Ramosbury, TX 06502;2021-12-22;2022-02-09;Churned;5;occasional shopper;CHRISTOPHERBURY;REFERRAL;2023-03-01;RARELY;ULTRASPEAKER;ELECTRONICS;SPEAKER;776;2022-04-15;3;3;Effort positive movement spring point research.
30;HEATHER PENA;0;F;RICHARDBERG;COLOMBIA;5261201912125017;38253 Hoffman View, West Craig, MA 75698;2023-05-21;2023-06-07;Active;11;high value;NORTH DENNIS;PAID ADS;2023-06-10;YEARLY;NON-FICTIONDELUXE;BOOKS;NON-FICTION;62;2022-08-26;4;0;Measure during fill born.
31;MICHELLE TORRES;99;M;DUDLEYBOROUGH;REUNION;2429807510293720;96972 Deborah Terrace Suite 935, New Julie, GA 32965;2022-01-28;2022-10-30;Churned;2;occasional shopper;LAKE CHARLES;ORGANIC SEARCH;2023-07-02;YEARLY;CHAIRDELUXE;FURNITURE;CHAIR;12;2021-07-16;3;5;Degree quality concern occur me nation and.
32;TROY CLARK;54;F;NORTH AMYFURT;HOLY SEE (VATICAN CITY STATE);2485682590041583;8827 Jenkins Dam, South Sarahmouth, MP 89208;2023-07-28;2023-08-24;Active;9;frequent shopper;MELISSAFURT;PAID ADS;2023-08-25;MONTHLY;PHONEPRO;ELECTRONICS;PHONE;94;2021-11-11;3;6;Prepare lawyer describe her.
33;FRANK PENA;0;F;SHELLYMOUTH;MALI;2668054659135269;6608 Moody Cove, Port Joshua, RI 77593;2023-06-25;2023-08-07;Active;6;frequent shopper;KENDRATOWN;ORGANIC SEARCH;2023-08-07;MONTHLY;FICTIONTALES;BOOKS;FICTION;422;2023-05-17;2;2;View foreign so break student leave Republican.
34;JASON GILBERT;0;M;NEW CHADHAVEN;BRITISH VIRGIN ISLANDS;5290196934430533;4983 Robinson Fork, Mcbrideville, NM 96000;2022-01-14;2022-02-12;Churned;13;high value;MEGANFORT;ORGANIC SEARCH;2022-12-17;RARELY;COMFORTCHAIR;FURNITURE;CHAIR;954;2020-09-03;5;0;Rise measure enough campaign wind impact.
35;JESSICA MARTIN;0;F;VEGAPORT;URUGUAY;2253116282016710;505 Juan Shores, East Jasmine, GA 77996;2022-08-04;2023-04-06;Churned;14;high value;EAST ALLISON;REFERRAL;2023-06-21;YEARLY;MEGALAPTOP;ELECTRONICS;LAPTOP;1000;2021-03-08;9;5;Or condition executive anyone.
36;KELLY OROZCO;0;M;SOUTH GLENDABERG;KUWAIT;5104523961699282;246 Harmon Knoll Apt. 816, New Jacob, RI 02702;2022-12-01;2023-06-16;Active;9;frequent shopper;PORT DANIEL;PAID ADS;2023-08-18;YEARLY;EDUCATIONALTALES;BOOKS;EDUCATIONAL;34;2021-08-05;7;3;Green campaign toward do simple relationship American.
37;LAUREN REED;0;M;STEVENBURGH;EGYPT;2254023603475386;USS Tran, FPO AA 01558;2022-06-09;2023-03-23;Churned;1;occasional shopper;NEW THOMASSHIRE;REFERRAL;2023-05-08;YEARLY;FRESHVEGETABLES;GROCERY;VEGETABLES;99;2021-02-24;5;5;Very she someone ok hair hit.
38;LAURA WILSON MD;0;M;DARINBURGH;PHILIPPINES;2655856325320850;52359 Christopher Passage, Shaneberg, OH 39569;2023-03-13;2023-07-21;Active;1;occasional shopper;PORT JULIEBURY;PAID ADS;2023-07-21;YEARLY;LAPTOPPRO;ELECTRONICS;LAPTOP;80;2021-01-21;9;0;Effort fast community mother phone.
39;NANCY BELL;0;F;OWENSBOROUGH;MARSHALL ISLANDS;2246622463695230;51892 Diaz Pike Suite 932, South Jacob, WA 35488;2022-08-07;2022-11-05;Churned;5;occasional shopper;NORTH KAREN;REFERRAL;2023-06-09;YEARLY;FICTIONTALES;BOOKS;FICTION;18;2021-12-13;4;5;Report discussion message they.
40;DAVID JONES;0;M;DURANLAND;MISMATCHED COUNTRY;2702789931985977;579 Brown Burg, Kingfurt, HI 40336;2022-04-06;2023-06-12;Active;4;occasional shopper;STEPHANIESHIRE;ORGANIC SEARCH;2023-08-03;YEARLY;UNKNOWN;BOOKS;EDUCATIONAL;28;2020-10-25;4;3;Such girl capital citizen often.
41;MARIE WEBER;0;F;SOUTH ALISONVILLE;CONGO;2603258355593113;039 Moore Expressway Apt. 152, Patrickstad, MO 62074;2022-12-23;2023-04-06;Churned;8;frequent shopper;WEST ALEXANDERBURGH;REFERRAL;2023-07-06;YEARLY;PHONEPRO;ELECTRONICS;PHONE;561;2023-08-24;4;6;Care space there wall or.
42;LISA WHITE;0;F;SKINNERBURY;ZAMBIA;2708352692239011;7887 Edwards Groves, East Kimberlyview, CT 69930;2022-09-09;2023-01-17;Churned;13;high value;PORT GEORGE;PAID ADS;2023-07-24;YEARLY;LAPTOPMASTER;ELECTRONICS;LAPTOP;384;2022-04-17;2;1;Significant whatever assume.
43;ELIZABETH CUNNINGHAM;72;M;HENRYHAVEN;COLOMBIA;2288675704312592;8623 Booth Stravenue, Port Christopherhaven, AR 85980;2023-06-19;2023-06-29;Active;5;occasional shopper;WEST SCOTT;REFERRAL;2023-08-18;YEARLY;MEGASPEAKER;ELECTRONICS;SPEAKER;17;2022-08-12;1;1;American here respond join.
44;TYLER GONZALES;79;M;ELLISVILLE;WALLIS AND FUTUNA;2222752891131603;Unit 8217 Box 3162, DPO AE 22822;2022-01-08;2022-02-23;Churned;9;frequent shopper;SOUTH AARONTOWN;REFERRAL;2022-10-04;RARELY;CHAIRDELUXE;FURNITURE;CHAIR;547;2022-10-26;1;1;Budget Democrat already network staff bar director.
45;ROBIN DAY;18;M;EAST TIFFANYSHIRE;CZECH REPUBLIC;2270985895054246;84234 Whitney Loaf Suite 548, New Jimmyshire, MN 10010;2021-10-18;2022-02-05;Churned;3;occasional shopper;NORTH PAUL;PAID ADS;2022-03-11;RARELY;PROJACKET;CLOTHING;JACKET;673;2021-01-30;3;0;Article popular tax manager weight actually.
46;DAVID MELENDEZ;43;M;WEST PAULVILLE;WALLIS AND FUTUNA;2523844244091406;1442 Patricia Rapids Apt. 378, Martinstad, RI 21605;2022-09-29;2023-03-11;Churned;1;occasional shopper;OLIVERHAVEN;PAID ADS;2023-04-03;YEARLY;MEGASPEAKER;ELECTRONICS;SPEAKER;98;2021-02-20;1;3;Hope age read chance remember day.
47;ANDRE SINGH;0;M;WEST WILLIAM;LESOTHO;2720060788504925;31836 Todd Knolls Apt. 255, Zacharyport, IA 83039;2023-05-17;2023-06-24;Active;5;occasional shopper;NORTH ALICIAMOUTH;REFERRAL;2023-07-01;YEARLY;PHONEMASTER;ELECTRONICS;PHONE;62;2022-10-07;2;1;Partner find institution candidate candidate employee.
48;JOHN HOLMES;0;M;JOHNBERG;NORTH MACEDONIA;5364104338888901;762 Daniel Valley Suite 881, West James, MS 58307;2022-08-21;2023-04-23;Churned;14;high value;PAULMOUTH;ORGANIC SEARCH;2023-06-16;YEARLY;COMFORTCHAIR;FURNITURE;CHAIR;6;2022-11-30;10;2;At note structure forget.
49;NATHAN RAY;0;M;PORT KRISTENHAVEN;QATAR;5282631961477627;205 Samantha Highway Suite 038, West Arthurfort, SD 15643;2023-04-20;2023-06-19;Active;15;high value;EAST JAMES;ORGANIC SEARCH;2023-07-19;YEARLY;SPEAKERMASTER;ELECTRONICS;SPEAKER;839;2023-08-07;3;2;Law protect operation little identify term agency option.
50;STEPHEN DAWSON;0;M;DANIELSBOROUGH;AZERBAIJAN;2604973984183305;785 Shaun Road, Gambleborough, LA 25007;2023-03-30;2023-05-04;Churned;11;high value;GONZALESMOUTH;PAID ADS;2023-08-15;YEARLY;NON-FICTIONGUIDE;BOOKS;NON-FICTION;160;2021-11-05;3;5;Magazine edge should hotel she small clearly.
51;ALEXANDER CHRISTIAN;0;F;LAKE FRANKLIN;SAINT PIERRE AND MIQUELON;2687525468881786;1326 Burke Prairie, Robertmouth, OR 36539;2023-05-09;2023-05-27;Churned;14;high value;NORTH GEORGEBERG;REFERRAL;2023-06-16;YEARLY;EDUCATIONALGUIDE;BOOKS;EDUCATIONAL;199;2020-10-23;5;4;Include win tell sister tell will.
52;CATHERINE WILLIAMS;34;F;KAYLAHAVEN;BELIZE;2250955786031557;293 Hernandez Garden Apt. 720, Skinnerhaven, WV 55470;2022-12-28;2023-06-18;Active;10;frequent shopper;BUCKTOWN;REFERRAL;2023-08-03;YEARLY;EDUCATIONALGUIDE;BOOKS;EDUCATIONAL;264;2021-07-25;5;1;Level business then kitchen between film word.
53;KEVIN PHILLIPS;0;F;HALEYBOROUGH;GIBRALTAR;2462049730155201;PSC 9007, Box 2825, APO AP 96818;2022-07-08;2023-07-25;Active;15;high value;BROWNBOROUGH;ORGANIC SEARCH;2023-08-07;YEARLY;PANTSWEAR;CLOTHING;PANTS;526;2023-08-05;5;6;Last magazine play book factor yourself.
54;BRADLEY PENNINGTON;73;F;SOUTH BILLY;BAHAMAS;2277355918628827;981 Thomas Track, Banksville, OR 98862;2023-06-09;2023-07-05;Active;4;occasional shopper;MARTINEZHAVEN;PAID ADS;2023-08-07;YEARLY;COMFORTCHAIR;FURNITURE;CHAIR;7;2021-07-31;0;4;Perform mean budget.
55;CANDACE HUGHES;0;F;LAKE EDWARD;DOMINICA;2368584972981398;PSC 2451, Box 7719, APO AP 65773;2022-02-23;2022-10-17;Churned;6;frequent shopper;LAKE DUSTIN;REFERRAL;2023-07-25;YEARLY;CHAIRDELUXE;FURNITURE;CHAIR;840;2020-11-23;3;4;Race pick friend.
56;THOMAS PEREZ;0;M;THOMASSIDE;CAPE VERDE;2224861083159450;031 Johnson Cliffs Apt. 851, Bruceburgh, MP 08053;2023-08-19;2023-08-24;Active;6;frequent shopper;PORT TRACEYPORT;PAID ADS;2023-08-25;MONTHLY;FICTIONTALES;BOOKS;FICTION;667;2022-12-11;1;1;Common buy computer my.
57;BRANDON LOWE;0;M;MICHAELBERG;SWITZERLAND;2245712997903241;559 Morris Stravenue Suite 341, Wendymouth, TN 91409;2022-05-28;2022-06-14;Churned;6;frequent shopper;SOUTH COLTONFURT;ORGANIC SEARCH;2023-03-19;RARELY;FICTIONTALES;BOOKS;FICTION;294;2021-06-16;0;5;Public star participant change ever quality.
58;ERIC MARTIN;0;M;EAST ADAM;SOLOMON ISLANDS;2709860265475779;066 Price Estates Apt. 087, Parkertown, NV 57006;2022-12-31;2023-05-07;Churned;5;occasional shopper;KENNETHLAND;REFERRAL;2023-07-04;YEARLY;SHIRTWEAR;CLOTHING;SHIRT;27;2021-09-16;1;2;Skin citizen easy should television between key.
59;KEVIN MOONEY;0;F;THORNTONMOUTH;ETHIOPIA;2238852120716265;560 Courtney Manor Apt. 875, South Kimberly, WY 83581;2021-10-16;2022-04-11;Churned;5;occasional shopper;SHARONSIDE;PAID ADS;2023-07-12;RARELY;MEGALAPTOP;ELECTRONICS;LAPTOP;258;2022-03-17;3;0;Reflect cold product live.
60;CLIFFORD JOHNSON;58;F;XAVIERFORT;NAMIBIA;2323799035068405;8193 Adam Circle Suite 082, North Jacqueline, NM 19841;2023-03-27;2023-05-05;Churned;13;high value;NEW KELLYSHIRE;PAID ADS;2023-06-27;YEARLY;UNKNOWN;CLOTHING;SHIRT;188;2022-10-20;2;2;Minute move police budget magazine method.
61;WILLIE CARTER;0;M;NAVARROBURY;MONTENEGRO;2353419831186847;0498 Reynolds Glens Apt. 928, South Victoriachester, GU 88835;2021-12-07;2022-11-07;Churned;5;occasional shopper;LAKE ROBERT;REFERRAL;2023-07-01;YEARLY;SHIRTFITS;CLOTHING;SHIRT;37;2023-03-19;8;1;Win offer fund anything add perhaps personal.
